%%MatrixMarket matrix coordinate real general
%-------------------------------------------------------------------------------
% UF Sparse Matrix Collection, Tim Davis
% http://www.cise.ufl.edu/research/sparse/matrices/Bai/dwa512
% name: Bai/dwa512
% [SQUARE DIELECTRIC WAVEGUIDE, H. DONG]
% id: 1616
% date: 1993
% author: H. Dong
% ed: Z. Bai, D. Day, J. Demmel, J. Dongarra
% fields: name title A id date author ed kind
% kind: electromagnetics problem
%-------------------------------------------------------------------------------
77 61 .098693036826855
46 62 .028321681736464
61 62 .028321681736464
62 62 -.066427458202681
63 62 .0081273986713854
78 62 .098693036826855
47 63 .028321681736464
62 63 .0081273986713854
63 63 -.043729276034719
64 63 .002792307308737
79 63 .098693036826855
48 64 .028321681736464
63 64 .002792307308737
64 64 -.039487779696554
80 64 .098693036826855
49 65 .098693036826855
65 65 -.31511748843625
66 65 .002792307308737
81 65 .30136391034561
50 66 .098693036826855
65 66 .002792307308737
66 66 -.31935898477441
67 66 .0081273986713854
82 66 .30136391034561
51 67 .098693036826855
66 67 .0081273986713854
67 67 -.34205716694237
68 67 .028321681736464
83 67 .30136391034561
52 68 .098693036826855
67 68 .028321681736464
68 68 -.42115390100817
69 68 .098693036826855
84 68 .30136391034561
53 69 .098693036826855
68 69 .098693036826855
69 69 -.69678360974787
70 69 .30136391034561
85 69 .30136391034561
54 70 .098693036826855
69 70 .30136391034561
70 70 -1.0318302421313
71 70 .36080318809611
86 70 .57333580747311
55 71 .098693036826855
70 71 .36080318809611
71 71 -1.0318302421313
72 71 .36080318809611
87 71 .78153810164582
56 72 .098693036826855
71 72 .36080318809611
72 72 -1.0318302421313
73 72 .36080318809611
88 72 .78153810164582
57 73 .098693036826855
72 73 .36080318809611
73 73 -1.0318302421313
74 73 .36080318809611
89 73 .78153810164582
58 74 .098693036826855
73 74 .36080318809611
74 74 -1.0318302421313
75 74 .36080318809611
90 74 .78153810164582
59 75 .098693036826855
74 75 .36080318809611
75 75 -1.0318302421313
76 75 .30136391034561
91 75 .57333580747311
60 76 .098693036826855
75 76 .30136391034561
76 76 -.69678360974787
77 76 .098693036826855
92 76 .30136391034561
61 77 .098693036826855
76 77 .098693036826855
77 77 -.42115390100817
78 77 .028321681736464
93 77 .30136391034561
62 78 .098693036826855
77 78 .028321681736464
78 78 -.34205716694237
79 78 .0081273986713854
94 78 .30136391034561
63 79 .098693036826855
78 79 .0081273986713854
79 79 -.31935898477441
80 79 .002792307308737
95 79 .30136391034561
64 80 .098693036826855
79 80 .002792307308737
80 80 -.31511748843625
96 80 .30136391034561
65 81 .30136391034561
81 81 -.65016412081964
82 81 .002792307308737
97 81 .36080318809611
66 82 .30136391034561
81 82 .002792307308737
82 82 -.6544056171578
83 82 .0081273986713854
98 82 .36080318809611
67 83 .30136391034561
82 83 .0081273986713854
83 83 -.67710379932577
84 83 .028321681736464
99 83 .36080318809611
68 84 .30136391034561
83 84 .028321681736464
84 84 -.75620053339157
85 84 .098693036826855
100 84 .36080318809611
69 85 .30136391034561
84 85 .098693036826855
85 85 -1.0318302421313
86 85 .36587123036905
101 85 .36080318809611
70 86 .24822997524891
85 86 .24822997524891
86 86 -1.3235911791509
87 86 .4147726223948
102 86 .29718942240998
342 86 -.40918156238003
358 86 -.35593962630527
71 87 .21593075727543
86 87 .31385615518376
87 87 -1.3013687807408
88 87 .36080318809611
103 87 .25851969316311
72 88 .21593075727543
87 88 .36080318809611
88 88 -1.3013687807408
89 88 .36080318809611
104 88 .25851969316311
73 89 .21593075727543
88 89 .36080318809611
89 89 -1.3013687807408
90 89 .36080318809611
105 89 .25851969316311
74 90 .21593075727543
89 90 .36080318809611
90 90 -1.3013687807408
91 90 .31385615518376
106 90 .25851969316311
75 91 .24822997524891
90 91 .4147726223948
91 91 -1.3235911791509
92 91 .24822997524891
107 91 .29718942240998
347 91 .40918156238003
363 91 .35593962630527
76 92 .30136391034561
91 92 .36587123036905
92 92 -1.0318302421313
93 92 .098693036826855
108 92 .36080318809611
77 93 .30136391034561
92 93 .098693036826855
93 93 -.75620053339157
94 93 .028321681736464
109 93 .36080318809611
78 94 .30136391034561
93 94 .028321681736464
94 94 -.67710379932577
95 94 .0081273986713854
110 94 .36080318809611
79 95 .30136391034561
94 95 .0081273986713854
95 95 -.6544056171578
96 95 .002792307308737
111 95 .36080318809611
80 96 .30136391034561
95 96 .002792307308737
96 96 -.65016412081964
112 96 .36080318809611
81 97 .36080318809611
97 97 -.65016412081964
98 97 .002792307308737
113 97 .36080318809611
82 98 .36080318809611
97 98 .002792307308737
98 98 -.6544056171578
99 98 .0081273986713854
114 98 .36080318809611
83 99 .36080318809611
98 99 .0081273986713854
99 99 -.67710379932577
100 99 .028321681736464
115 99 .36080318809611
84 100 .36080318809611
99 100 .028321681736464
100 100 -.75620053339157
101 100 .098693036826855
116 100 .36080318809611
85 101 .36080318809611
100 101 .098693036826855
101 101 -1.0318302421313
102 101 .30136391034561
117 101 .36080318809611
86 102 .18964986699336
101 102 .30136391034561
102 102 -.90504481344955
103 102 .36080318809611
118 102 .36080318809611
342 102 .49676738498855
374 102 -.43212894624331
87 103 .071426272113629
102 103 .36080318809611
103 103 -.44321275238445
104 103 .36080318809611
119 103 .36080318809611
88 104 .071426272113629
103 104 .36080318809611
104 104 -.44321275238445
105 104 .36080318809611
120 104 .36080318809611
89 105 .071426272113629
104 105 .36080318809611
105 105 -.44321275238445
106 105 .36080318809611
121 105 .36080318809611
90 106 .071426272113629
105 106 .36080318809611
106 106 -.44321275238445
107 106 .36080318809611
122 106 .36080318809611
91 107 .18964986699336
106 107 .36080318809611
107 107 -.90504481344955
108 107 .30136391034561
123 107 .36080318809611
347 107 -.49676738498855
379 107 .43212894624331
92 108 .36080318809611
107 108 .30136391034561
108 108 -1.0318302421313
109 108 .098693036826855
124 108 .36080318809611
93 109 .36080318809611
108 109 .098693036826855
109 109 -.75620053339157
110 109 .028321681736464
125 109 .36080318809611
94 110 .36080318809611
109 110 .028321681736464
110 110 -.67710379932577
111 110 .0081273986713854
126 110 .36080318809611
95 111 .36080318809611
110 111 .0081273986713854
111 111 -.6544056171578
112 111 .002792307308737
127 111 .36080318809611
96 112 .36080318809611
111 112 .002792307308737
112 112 -.65016412081964
128 112 .36080318809611
97 113 .36080318809611
113 113 -.65016412081964
114 113 .002792307308737
129 113 .36080318809611
98 114 .36080318809611
113 114 .002792307308737
114 114 -.6544056171578
115 114 .0081273986713854
130 114 .36080318809611
99 115 .36080318809611
114 115 .0081273986713854
115 115 -.67710379932577
116 115 .028321681736464
131 115 .36080318809611
100 116 .36080318809611
115 116 .028321681736464
116 116 -.75620053339157
117 116 .098693036826855
132 116 .36080318809611
101 117 .36080318809611
116 117 .098693036826855
117 117 -1.0318302421313
118 117 .30136391034561
133 117 .36080318809611
102 118 .36080318809611
117 118 .30136391034561
118 118 -.90504481344955
119 118 .36080318809611
134 118 .36080318809611
358 118 .43212894624331
390 118 -.43212894624331
103 119 .36080318809611
118 119 .36080318809611
119 119 -.44321275238445
120 119 .36080318809611
135 119 .36080318809611
104 120 .36080318809611
119 120 .36080318809611
120 120 -.44321275238445
121 120 .36080318809611
136 120 .36080318809611
105 121 .36080318809611
120 121 .36080318809611
121 121 -.44321275238445
122 121 .36080318809611
137 121 .36080318809611
106 122 .36080318809611
121 122 .36080318809611
122 122 -.44321275238445
123 122 .36080318809611
138 122 .36080318809611
107 123 .36080318809611
122 123 .36080318809611
123 123 -.90504481344955
124 123 .30136391034561
139 123 .36080318809611
363 123 -.43212894624331
395 123 .43212894624331
108 124 .36080318809611
123 124 .30136391034561
124 124 -1.0318302421313
125 124 .098693036826855
140 124 .36080318809611
109 125 .36080318809611
124 125 .098693036826855
125 125 -.75620053339157
126 125 .028321681736464
141 125 .36080318809611
110 126 .36080318809611
125 126 .028321681736464
126 126 -.67710379932577
127 126 .0081273986713854
142 126 .36080318809611
111 127 .36080318809611
126 127 .0081273986713854
127 127 -.6544056171578
128 127 .002792307308737
143 127 .36080318809611
112 128 .36080318809611
127 128 .002792307308737
128 128 -.65016412081964
144 128 .36080318809611
113 129 .36080318809611
129 129 -.65016412081964
130 129 .002792307308737
145 129 .36080318809611
114 130 .36080318809611
129 130 .002792307308737
130 130 -.6544056171578
131 130 .0081273986713854
146 130 .36080318809611
115 131 .36080318809611
130 131 .0081273986713854
131 131 -.67710379932577
132 131 .028321681736464
147 131 .36080318809611
116 132 .36080318809611
131 132 .028321681736464
132 132 -.75620053339157
133 132 .098693036826855
148 132 .36080318809611
117 133 .36080318809611
132 133 .098693036826855
133 133 -1.0318302421313
134 133 .30136391034561
149 133 .36080318809611
118 134 .36080318809611
133 134 .30136391034561
134 134 -.90504481344955
135 134 .36080318809611
150 134 .36080318809611
374 134 .43212894624331
406 134 -.43212894624331
119 135 .36080318809611
134 135 .36080318809611
135 135 -.44321275238445
136 135 .36080318809611
151 135 .36080318809611
120 136 .36080318809611
135 136 .36080318809611
136 136 -.44321275238445
137 136 .36080318809611
152 136 .36080318809611
121 137 .36080318809611
136 137 .36080318809611
137 137 -.44321275238445
138 137 .36080318809611
153 137 .36080318809611
122 138 .36080318809611
137 138 .36080318809611
138 138 -.44321275238445
139 138 .36080318809611
154 138 .36080318809611
123 139 .36080318809611
138 139 .36080318809611
139 139 -.90504481344955
140 139 .30136391034561
155 139 .36080318809611
379 139 -.43212894624331
411 139 .43212894624331
124 140 .36080318809611
139 140 .30136391034561
140 140 -1.0318302421313
141 140 .098693036826855
156 140 .36080318809611
125 141 .36080318809611
140 141 .098693036826855
141 141 -.75620053339157
142 141 .028321681736464
157 141 .36080318809611
126 142 .36080318809611
141 142 .028321681736464
142 142 -.67710379932577
143 142 .0081273986713854
158 142 .36080318809611
127 143 .36080318809611
142 143 .0081273986713854
143 143 -.6544056171578
144 143 .002792307308737
159 143 .36080318809611
128 144 .36080318809611
143 144 .002792307308737
144 144 -.65016412081964
160 144 .36080318809611
129 145 .36080318809611
145 145 -.65016412081964
146 145 .002792307308737
161 145 .36080318809611
130 146 .36080318809611
145 146 .002792307308737
146 146 -.6544056171578
147 146 .0081273986713854
162 146 .36080318809611
131 147 .36080318809611
146 147 .0081273986713854
147 147 -.67710379932577
148 147 .028321681736464
163 147 .36080318809611
132 148 .36080318809611
147 148 .028321681736464
148 148 -.75620053339157
149 148 .098693036826855
164 148 .36080318809611
133 149 .36080318809611
148 149 .098693036826855
149 149 -1.0318302421313
150 149 .30136391034561
165 149 .36080318809611
134 150 .36080318809611
149 150 .30136391034561
150 150 -.90504481344955
151 150 .36080318809611
166 150 .18964986699336
390 150 .43212894624331
422 150 -.49676738498855
135 151 .36080318809611
150 151 .36080318809611
151 151 -.44321275238445
152 151 .36080318809611
167 151 .071426272113629
136 152 .36080318809611
151 152 .36080318809611
152 152 -.44321275238445
153 152 .36080318809611
168 152 .071426272113629
137 153 .36080318809611
152 153 .36080318809611
153 153 -.44321275238445
154 153 .36080318809611
169 153 .071426272113629
138 154 .36080318809611
153 154 .36080318809611
154 154 -.44321275238445
155 154 .36080318809611
170 154 .071426272113629
139 155 .36080318809611
154 155 .36080318809611
155 155 -.90504481344955
156 155 .30136391034561
171 155 .18964986699336
395 155 -.43212894624331
427 155 .49676738498855
140 156 .36080318809611
155 156 .30136391034561
156 156 -1.0318302421313
157 156 .098693036826855
172 156 .36080318809611
141 157 .36080318809611
156 157 .098693036826855
157 157 -.75620053339157
158 157 .028321681736464
173 157 .36080318809611
142 158 .36080318809611
157 158 .028321681736464
158 158 -.67710379932577
159 158 .0081273986713854
174 158 .36080318809611
143 159 .36080318809611
158 159 .0081273986713854
159 159 -.6544056171578
160 159 .002792307308737
175 159 .36080318809611
144 160 .36080318809611
159 160 .002792307308737
160 160 -.65016412081964
176 160 .36080318809611
145 161 .36080318809611
161 161 -.65016412081964
162 161 .002792307308737
177 161 .30136391034561
146 162 .36080318809611
161 162 .002792307308737
162 162 -.6544056171578
163 162 .0081273986713854
178 162 .30136391034561
147 163 .36080318809611
162 163 .0081273986713854
163 163 -.67710379932577
164 163 .028321681736464
179 163 .30136391034561
148 164 .36080318809611
163 164 .028321681736464
164 164 -.75620053339157
165 164 .098693036826855
180 164 .30136391034561
149 165 .36080318809611
164 165 .098693036826855
165 165 -1.0318302421313
166 165 .36587123036905
181 165 .30136391034561
150 166 .29718942240998
165 166 .24822997524891
166 166 -1.3235911791509
167 166 .4147726223948
182 166 .24822997524891
406 166 .35593962630527
422 166 .40918156238003
151 167 .25851969316311
166 167 .31385615518376
167 167 -1.3013687807408
168 167 .36080318809611
183 167 .21593075727543
152 168 .25851969316311
167 168 .36080318809611
168 168 -1.3013687807408
169 168 .36080318809611
184 168 .21593075727543
153 169 .25851969316311
168 169 .36080318809611
169 169 -1.3013687807408
170 169 .36080318809611
185 169 .21593075727543
154 170 .25851969316311
169 170 .36080318809611
170 170 -1.3013687807408
171 170 .31385615518376
186 170 .21593075727543
155 171 .29718942240998
170 171 .4147726223948
171 171 -1.3235911791509
172 171 .24822997524891
187 171 .24822997524891
411 171 -.35593962630527
427 171 -.40918156238003
156 172 .36080318809611
171 172 .36587123036905
172 172 -1.0318302421313
173 172 .098693036826855
188 172 .30136391034561
157 173 .36080318809611
172 173 .098693036826855
173 173 -.75620053339157
174 173 .028321681736464
189 173 .30136391034561
158 174 .36080318809611
173 174 .028321681736464
174 174 -.67710379932577
175 174 .0081273986713854
190 174 .30136391034561
159 175 .36080318809611
174 175 .0081273986713854
175 175 -.6544056171578
176 175 .002792307308737
191 175 .30136391034561
160 176 .36080318809611
175 176 .002792307308737
176 176 -.65016412081964
192 176 .30136391034561
161 177 .30136391034561
177 177 -.31511748843625
178 177 .002792307308737
193 177 .098693036826855
162 178 .30136391034561
177 178 .002792307308737
178 178 -.31935898477441
179 178 .0081273986713854
194 178 .098693036826855
163 179 .30136391034561
178 179 .0081273986713854
179 179 -.34205716694237
180 179 .028321681736464
195 179 .098693036826855
164 180 .30136391034561
179 180 .028321681736464
180 180 -.42115390100817
181 180 .098693036826855
196 180 .098693036826855
165 181 .30136391034561
180 181 .098693036826855
181 181 -.69678360974787
182 181 .30136391034561
197 181 .098693036826855
166 182 .57333580747311
181 182 .30136391034561
182 182 -1.0318302421313
183 182 .36080318809611
198 182 .098693036826855
167 183 .78153810164582
182 183 .36080318809611
183 183 -1.0318302421313
184 183 .36080318809611
199 183 .098693036826855
168 184 .78153810164582
183 184 .36080318809611
184 184 -1.0318302421313
185 184 .36080318809611
200 184 .098693036826855
169 185 .78153810164582
184 185 .36080318809611
185 185 -1.0318302421313
186 185 .36080318809611
201 185 .098693036826855
170 186 .78153810164582
185 186 .36080318809611
186 186 -1.0318302421313
187 186 .36080318809611
202 186 .098693036826855
171 187 .57333580747311
186 187 .36080318809611
187 187 -1.0318302421313
188 187 .30136391034561
203 187 .098693036826855
172 188 .30136391034561
187 188 .30136391034561
188 188 -.69678360974787
189 188 .098693036826855
204 188 .098693036826855
173 189 .30136391034561
188 189 .098693036826855
189 189 -.42115390100817
190 189 .028321681736464
205 189 .098693036826855
174 190 .30136391034561
189 190 .028321681736464
190 190 -.34205716694237
191 190 .0081273986713854
206 190 .098693036826855
175 191 .30136391034561
190 191 .0081273986713854
191 191 -.31935898477441
192 191 .002792307308737
207 191 .098693036826855
176 192 .30136391034561
191 192 .002792307308737
192 192 -.31511748843625
208 192 .098693036826855
177 193 .098693036826855
193 193 -.039487779696554
194 193 .002792307308737
209 193 .028321681736464
178 194 .098693036826855
193 194 .002792307308737
194 194 -.043729276034719
195 194 .0081273986713854
210 194 .028321681736464
179 195 .098693036826855
194 195 .0081273986713854
195 195 -.066427458202681
196 195 .028321681736464
211 195 .028321681736464
180 196 .098693036826855
195 196 .028321681736464
196 196 -.14552419226848
197 196 .098693036826855
212 196 .028321681736464
181 197 .098693036826855
196 197 .098693036826855
197 197 -.42115390100817
198 197 .30136391034561
213 197 .028321681736464
182 198 .098693036826855
197 198 .30136391034561
198 198 -.75620053339157
199 198 .36080318809611
214 198 .028321681736464
183 199 .098693036826855
198 199 .36080318809611
199 199 -.75620053339157
200 199 .36080318809611
215 199 .028321681736464
184 200 .098693036826855
199 200 .36080318809611
200 200 -.75620053339157
201 200 .36080318809611
216 200 .028321681736464
185 201 .098693036826855
200 201 .36080318809611
201 201 -.75620053339157
202 201 .36080318809611
217 201 .028321681736464
186 202 .098693036826855
201 202 .36080318809611
202 202 -.75620053339157
203 202 .36080318809611
218 202 .028321681736464
187 203 .098693036826855
202 203 .36080318809611
203 203 -.75620053339157
204 203 .30136391034561
219 203 .028321681736464
188 204 .098693036826855
203 204 .30136391034561
204 204 -.42115390100817
205 204 .098693036826855
220 204 .028321681736464
189 205 .098693036826855
204 205 .098693036826855
205 205 -.14552419226848
206 205 .028321681736464
221 205 .028321681736464
190 206 .098693036826855
205 206 .028321681736464
206 206 -.066427458202681
207 206 .0081273986713854
222 206 .028321681736464
191 207 .098693036826855
206 207 .0081273986713854
207 207 -.043729276034719
208 207 .002792307308737
223 207 .028321681736464
192 208 .098693036826855
207 208 .002792307308737
208 208 -.039487779696554
224 208 .028321681736464
193 209 .028321681736464
209 209 .039608954369245
210 209 .002792307308737
225 209 .0081273986713854
194 210 .028321681736464
209 210 .002792307308737
210 210 .035367458031081
211 210 .0081273986713854
226 210 .0081273986713854
195 211 .028321681736464
210 211 .0081273986713854
211 211 .012669275863119
212 211 .028321681736464
227 211 .0081273986713854
196 212 .028321681736464
211 212 .028321681736464
212 212 -.066427458202681
213 212 .098693036826855
228 212 .0081273986713854
197 213 .028321681736464
212 213 .098693036826855
213 213 -.34205716694237
214 213 .30136391034561
229 213 .0081273986713854
198 214 .028321681736464
213 214 .30136391034561
214 214 -.67710379932577
215 214 .36080318809611
230 214 .0081273986713854
199 215 .028321681736464
214 215 .36080318809611
215 215 -.67710379932577
216 215 .36080318809611
231 215 .0081273986713854
200 216 .028321681736464
215 216 .36080318809611
216 216 -.67710379932577
217 216 .36080318809611
232 216 .0081273986713854
201 217 .028321681736464
216 217 .36080318809611
217 217 -.67710379932577
218 217 .36080318809611
233 217 .0081273986713854
202 218 .028321681736464
217 218 .36080318809611
218 218 -.67710379932577
219 218 .36080318809611
234 218 .0081273986713854
203 219 .028321681736464
218 219 .36080318809611
219 219 -.67710379932577
220 219 .30136391034561
235 219 .0081273986713854
204 220 .028321681736464
219 220 .30136391034561
220 220 -.34205716694237
221 220 .098693036826855
236 220 .0081273986713854
205 221 .028321681736464
220 221 .098693036826855
221 221 -.066427458202681
222 221 .028321681736464
237 221 .0081273986713854
206 222 .028321681736464
221 222 .028321681736464
222 222 .012669275863119
223 222 .0081273986713854
238 222 .0081273986713854
207 223 .028321681736464
222 223 .0081273986713854
223 223 .035367458031081
224 223 .002792307308737
239 223 .0081273986713854
208 224 .028321681736464
223 224 .002792307308737
224 224 .039608954369245
240 224 .0081273986713854
209 225 .0081273986713854
225 225 .062307136537207
226 225 .002792307308737
241 225 .002792307308737
210 226 .0081273986713854
225 226 .002792307308737
226 226 .058065640199043
227 226 .0081273986713854
242 226 .002792307308737
211 227 .0081273986713854
226 227 .0081273986713854
227 227 .035367458031081
228 227 .028321681736464
243 227 .002792307308737
212 228 .0081273986713854
227 228 .028321681736464
228 228 -.043729276034719
229 228 .098693036826855
244 228 .002792307308737
213 229 .0081273986713854
228 229 .098693036826855
229 229 -.31935898477441
230 229 .30136391034561
245 229 .002792307308737
214 230 .0081273986713854
229 230 .30136391034561
230 230 -.6544056171578
231 230 .36080318809611
246 230 .002792307308737
215 231 .0081273986713854
230 231 .36080318809611
231 231 -.6544056171578
232 231 .36080318809611
247 231 .002792307308737
216 232 .0081273986713854
231 232 .36080318809611
232 232 -.6544056171578
233 232 .36080318809611
248 232 .002792307308737
217 233 .0081273986713854
232 233 .36080318809611
233 233 -.6544056171578
234 233 .36080318809611
249 233 .002792307308737
218 234 .0081273986713854
233 234 .36080318809611
234 234 -.6544056171578
235 234 .36080318809611
250 234 .002792307308737
219 235 .0081273986713854
234 235 .36080318809611
235 235 -.6544056171578
236 235 .30136391034561
251 235 .002792307308737
220 236 .0081273986713854
235 236 .30136391034561
236 236 -.31935898477441
237 236 .098693036826855
252 236 .002792307308737
221 237 .0081273986713854
236 237 .098693036826855
237 237 -.043729276034719
238 237 .028321681736464
253 237 .002792307308737
222 238 .0081273986713854
237 238 .028321681736464
238 238 .035367458031081
239 238 .0081273986713854
254 238 .002792307308737
223 239 .0081273986713854
238 239 .0081273986713854
239 239 .058065640199043
240 239 .002792307308737
255 239 .002792307308737
224 240 .0081273986713854
239 240 .002792307308737
240 240 .062307136537207
256 240 .002792307308737
225 241 .002792307308737
241 241 .066548632875372
242 241 .002792307308737
226 242 .002792307308737
241 242 .002792307308737
242 242 .062307136537207
243 242 .0081273986713854
227 243 .002792307308737
242 243 .0081273986713854
243 243 .039608954369245
244 243 .028321681736464
228 244 .002792307308737
243 244 .028321681736464
244 244 -.039487779696554
245 244 .098693036826855
229 245 .002792307308737
